name,address,suburb,state,postcode,latitude,longitude,phone,opening_hours,venue_type,source
Yanchep Public Library,"Lower Floor, Phil Renkin Recreation Centre, Lisford Avenue",Two Rocks,WA,6037,-31.49621,115.58865,08 9561 1110,,Library,Libraries_WA
Yarloop Public Library,School Rd,Yarloop,WA,6233,-32.96179328,115.9014952,08 9733 5240,,Library,Libraries_WA
York Public Library,Joaquina Street,York,WA,6302,-31.89169,116.76761,08 9641 2233,,Library,Libraries_WA
Yuna Public Library,"Yuna Hall, Main Street",Yuna,WA,6532,-28.32752,115.00264,08 9920 1096,,Library,Libraries_WA
Adelaide City Council Library Service - City Library (Rundle Place) Branch,"Level 3, Rundle Place, 77-91 Rundle Mall",Adelaide,SA,5000,-34.9235721,138.6028183,08 8203 7990,,Library,Libraries_SA
Adelaide City Council Library Service - Hutt St Branch,235 Hutt Street,Adelaide,SA,5000,-34.9334595,138.612033699999,08 8203 7990,,Library,Libraries_SA
Adelaide City Council Library Service - South West Community Centre Branch,171 Sturt Street,Adelaide,SA,5000,-34.9334759,138.592246599999,08 8203 7990,,Library,Libraries_SA
Adelaide City Council Library Service - Tynte St North Adelaide Branch,176 Tynte Street,North Adelaide,SA,5006,-34.9062159,138.593861299999,08 8203 7990,,Library,Libraries_SA
Adelaide Hills Council Libraries - Adelaide Hills Mobile Library,63 Mt Barker Road,Stirling,SA,5152,-35.0055184,138.7177228,08 8408 0400,,Library,Libraries_SA
Adelaide Hills Council Libraries - Gumeracha Branch,45 Albert Street,Gumeracha,SA,5233,-34.8219843,138.8864079,08 8408 0400,,Library,Libraries_SA
Adelaide Hills Council Libraries - Woodside Branch,26 Onkaparinga Valley Road,Woodside,SA,5244,-34.953986,138.875099999999,08 8408 0400,,Library,Libraries_SA
Burnside Library Service,401 Greenhill Rd,Tusmore,SA,5065,-34.93857,138.643513999999,08 8366 4280,,Library,Libraries_SA
Campbelltown Public Library Service,171 Montacute Road,Newton,SA,5074,-34.8879662,138.6784234,08 8366 9299,,Library,Libraries_SA
Charles Sturt Library Service - Charles Sturt Mobile Library,72 Woodville Road,Woodville,SA,5011,-34.8786127340206,138.537684004539,08 8408 1333,,Library,Libraries_SA
Charles Sturt Library Service - Findon Branch,"Findon Shopping Centre, cnr Findon Rd and Grange Rd",Findon,SA,5023,-34.9049863313056,138.530254347531,08 8408 1333,,Library,Libraries_SA
Charles Sturt Library Service - Hindmarsh Branch,139 Port Road,Hindmarsh,SA,5007,-34.9057303,138.5735741,08 8408 1333,,Library,Libraries_SA
Charles Sturt Library Service - Ngutungka Henley Branch,"Ngutungka Henley, 378 Seaview Road",Henley Beach,SA,5022,-34.9169712461166,138.494073850958,08 8408 1333,,Library,Libraries_SA
Charles Sturt Library Service - Ngutungka West Lakes Branch,"Ngutungka West Lakes, 9 Charles Street",West Lakes,SA,5021,-34.8790115625036,138.494607492642,08 8408 1333,,Library,Libraries_SA
Gawler Libraries - Evanston Gardens Branch,65 Angle Vale Road,Evanston Gardens,SA,5116,-34.6244282,138.7195078,08 8522 0123,,Library,Libraries_SA
Gawler Libraries - Gawler Civic Centre Branch,"Gawler Civic Centre, 89-91 Murray Street",Gawler,SA,5118,-34.5992881,138.7493592,08 8522 9213,,Library,Libraries_SA
Holdfast Bay Library Service - Brighton Branch,20 Jetty Road,Brighton,SA,5048,-35.0166648999999,138.5200905,08 8229 9988,,Library,Libraries_SA
Holdfast Bay Library Service - Glenelg Branch,2 Colley Terrace,Glenelg,SA,5045,-34.979774,138.512106,08 8179 9555,,Library,Libraries_SA
Holdfast Bay Library Service - Holdfast Bay History Centre,"Ringwood House, 14 Jetty Road",Brighton,SA,5048,-35.0166271,138.5204813,08 8229 9916,,Library,Libraries_SA
Marion Library Service - Cove Civic Centre Branch,1 Ragamuffin Drive,Hallett Cove,SA,5158,-35.0770605,138.518748599999,08 8375 6755,"Mon,Wed,Fri: 9:30am-5:00pm | Tue,Thu: 9:30am-7:00pm | Sat: 10:00am-4:00pm | Sun: 1:00pm-4:00pm",Library,Libraries_SA
Marion Library Service - Cultural Centre Library (Oaklands Park),287 Diagonal Road,Oaklands Park,SA,5046,-35.013241,138.543579,08 8375 6785,"Mon,Tue,Thu: 9:30am-7:00pm | Wed,Fri: 9:30am-5:00pm | Sat: 10:00am-4:00pm | Sun: 1:00pm-4:00pm",Library,Libraries_SA
Marion Library Service - Marion Heritage Research Centre,245 Sturt Road,Sturt,SA,5047,-35.0185568,138.5510064,08 7420 6455,,Library,Libraries_SA
Marion Library Service - Park Holme Branch,1 Duncan Avenue,Park Holme,SA,5043,-34.9918273,138.5557431,08 8375 6745,"Mon,Tue,Thu,Fri: 9:30am-5:00pm | Wed: 9:30am-7:00pm | Sat: 10:00am-4:00pm | Sun: Closed",Library,Libraries_SA
Mitcham Library Service - Blackwood Branch,2 Young Street,Blackwood,SA,5051,-35.0194428031402,138.615586969458,08 8372 8255,,Library,Libraries_SA
Mitcham Library Service - Mitcham Branch,154 Belair Road,Hawthorn,SA,5062,-34.972845,138.60873,08 8372 8244,,Library,Libraries_SA
Mount Barker Community Library,5 Dumas Street,Mount Barker,SA,5251,-35.0689893,138.855043,08 8393 6400,,Library,Libraries_SA
Norwood Payneham & St Peters Library Service - Norwood Branch,110 The Parade,Norwood,SA,5067,-34.921677,138.631675999999,08 8366 4546,,Library,Libraries_SA
Norwood Payneham & St Peters Library Service - Payneham Branch,2 Turner Street,Felixstow,SA,5070,-34.8922001,138.6409802,08 8336 0333,,Library,Libraries_SA
Norwood Payneham & St Peters Library Service - St Peters Branch,101 Payneham Road,St Peters,SA,5069,-34.9107624,138.626247299999,08 8334 0200,,Library,Libraries_SA
Onkaparinga Library Service - Aberfoyle Park (The Hub) Branch,Hub Drive,Aberfoyle Park,SA,5159,-35.0743886,138.5925063,08 8384 0100,"Mon-Wed,Fri: 9:30am-5:30pm | Thu: 9:30am-7:00pm | Sat: 10:00am-1:00pm | Sun: 2:00pm-5:00pm",Library,Libraries_SA
Onkaparinga Library Service - Aldinga Branch,11 Central Way,Aldinga Beach,SA,5173,-35.2768259,138.4608499,08 8384 0022,"Mon-Wed,Fri: 9:30am-5:00pm | Thu: 9:30am-7:00pm | Sat: 10:00am-1:00pm | Sun: Closed",Library,Libraries_SA
Onkaparinga Library Service - Noarlunga Branch,"Hannah Road, PO Box 411",Noarlunga Centre,SA,5168,-35.1400317,138.4966635,08 8384 0655,"Mon-Wed,Fri: 9:30am-5:30pm | Thu: 9:30am-7:00pm | Sat: 10:00am-3:00pm | Sun: Closed",Library,Libraries_SA
Onkaparinga Library Service - Seaford Branch,Grand Boulevard,Seaford,SA,5169,-35.1875451,138.4817273,08 8384 0044,"Mon-Wed,Fri: 9:30am-5:00pm | Thu: 9:30am-7:00pm | Sat: 10:00am-1:00pm | Sun: Closed",Library,Libraries_SA
Onkaparinga Library Service - Willunga Branch,St Peter's Terrace,Willunga,SA,5172,-35.2717555,138.5548625,08 8384 0006,Mon-Fri: 9:30am-5:00pm | Sat: Closed | Sun: 2:00pm-5:00pm,Library,Libraries_SA
Onkaparinga Library Service - Woodcroft Branch,175 Bains Road,Morphett Vale,SA,5162,-35.113794,138.546262699999,08 8384 0050,"Mon-Wed,Fri: 9:30am-5:30pm | Thu: 9:30am-7:00pm | Sat: Closed | Sun: 1:00pm-4:00pm",Library,Libraries_SA
Playford Library Service - Elizabeth (Playford Civic) Branch,10 Playford Boulevard,Elizabeth,SA,5112,-34.7181088,138.671000899999,08 8256 0333,,Library,Libraries_SA
Playford Library Service - Stretton Centre Branch,307 Peachey Road,Munno Para,SA,5115,-34.6694633,138.6804836,08 8256 0333,,Library,Libraries_SA
Port Adelaide Enfield Library Service - Enfield Branch,1 Kensington Crescent,Enfield,SA,5085,-34.853432,138.601632699999,08 8405 6530,,Library,Libraries_SA
Port Adelaide Enfield Library Service - Greenacres Branch,2 Fosters Road,Greenacres,SA,5086,-34.870195,138.637400999999,08 8405 6540,"Mon-Wed,Fri: 9:00am-6:00pm | Thu: 9:00am-7:00pm | Sat: 10:00am-2:00pm | Sun: 1:00pm-4:00pm",Library,Libraries_SA
Port Adelaide Enfield Library Service - Parks Branch,46 Trafford St,Angle Park,SA,5010,-34.8583232,138.556757,08 8405 6550,"Mon,Tue,Thu: 9:00am-5:00pm | Wed,Fri: 9:00am-7:00pm | Sat: 10:00am-4:00pm | Sun: 10:00am-4:00pm",Library,Libraries_SA
Port Adelaide Enfield Library Service - Port Adelaide Branch,2-4 Church Street,Port Adelaide,SA,5015,-34.8475235,138.5037274,08 8405 6580,"Mon-Wed,Fri: 9:00am-5:00pm | Thu: 9:00am-7:00pm | Sat: 10:00am-2:00pm | Sun: 1:00pm-4:00pm",Library,Libraries_SA
Port Adelaide Enfield Library Service - Semaphore Branch,14 Semaphore Road,Semaphore,SA,5019,-34.8388812,138.4812847,08 8405 6570,"Mon-Wed,Fri: 9:00am-6:00pm | Thu: 9:00am-7:00pm | Sat: 10:00am-2:00pm | Sun: 1:00pm-4:00pm",Library,Libraries_SA
Port Adelaide Enfield Library Service - The Lights Community and Sports Centre,244-270 East Parkway,Lightsview,SA,5085,-34.8627158113868,138.619786853801,08 8405 6530,,Library,Libraries_SA
Prospect Public Library Service,"Payinthi, 128 Prospect Road",Prospect,SA,5082,-34.8859919,138.5935999,08 8269 5355,,Library,Libraries_SA
Salisbury Library Service - Ingle Farm Branch,Beovich Road,Ingle Farm,SA,5098,-34.832257,138.648903,08 8406 8595,"Mon-Wed,Fri: 9:30am-5:00pm | Thu: 9:30am-7:00pm | Sat: 10:00am-2:00pm | Sun: Closed",Library,Libraries_SA
Salisbury Library Service - Mawson Lakes Branch,2-8 Main Street,Mawson Lakes,SA,5095,-34.810949,138.617382,08 8302 5555,"Mon,Wed,Fri: 9:30am-5:00pm | Tue: 9:30am-6:00pm | Thu: 9:30am-7:00pm | Sat: 10:00am-2:00pm | Sun: Closed",Library,Libraries_SA
Salisbury Library Service - Para Hills Branch,Wilkinson Road,Para Hills,SA,5096,-34.811029,138.652544,08 8406 8530,Mon-Fri: 9:30am-5:00pm | Sat: 10:00am-2:00pm | Sun: Closed,Library,Libraries_SA
Salisbury Library Service - Salisbury Community Hub Branch,34 Church Street,Salisbury,SA,5108,-34.76313,138.645767,08 8406 8222,Mon-Fri: 9:30am-5:00pm | Sat: 10:00am-2:00pm | Sun: Closed,Library,Libraries_SA
Salisbury Library Service -The Hive Community Resource Hub,386 Waterloo Corner,Burton,SA,5110,-34.7414041,138.6054257,08 8406 8489,,Library,Libraries_SA
Tea Tree Gully Library Service,571 Montague Road,Modbury,SA,5092,-34.828442,138.690043999999,08 8397 7333,,Library,Libraries_SA
Unley Library Service - Goodwood Branch,101 Goodwood Road,Goodwood,SA,5034,-34.950787,138.589928,08 8372 5166,,Library,Libraries_SA
Unley Library Service - Unley Civic Branch,181 Unley Road,Unley,SA,5061,-34.9507029,138.6079406,08 8372 5100,,Library,Libraries_SA
Unley Library Service - Unley Museum,80 Edmund Avenue,Unley,SA,5061,-34.9514234,138.6090248,08 8372 5117,,Library,Libraries_SA
Walkerville Public Library Service,66 Walkerville Terrace,Gilberton,SA,5081,-34.8976203,138.6144543,08 8342 7150,,Library,Libraries_SA
West Torrens Library Service - West Torrens Branch,1 Brooker Terrace,Hilton,SA,5033,-34.9338609,138.5615464,08 8416 6228,,Library,Libraries_SA
Andamooka School Community Library,Government Road,Andamooka,SA,5722,-30.4483781,137.1675875,08 8672 7018,,Library,Libraries_SA
Barunga West Council - Bute Office,15 Railway Terrace,Bute,SA,5560,-33.863852,138.008147,08 8826 2011,,Library,Libraries_SA
Barunga West Council - Port Broughton Area School Community Library,12 East Terrace,Port Broughton,SA,5522,-33.602877,137.933199,08 8635 2863,,Library,Libraries_SA
Clare and Gilbert Valleys Council - Riverton and District High School Library,Oxford Terrace,Riverton,SA,5412,-34.1561473,138.7495512,08 8847 2414,,Library,Libraries_SA
Coorong District Council - Coomandook School Community Library,"Coomandook Area School, Dukes Highway",Coomandook,SA,5261,-35.475531,139.707425,08 8573 3007,,Library,Libraries_SA
Coorong District Council - Coonalpyn Community Library,2 Richards Terrace,Coonalpyn,SA,5265,-35.6926774366793,139.858206471107,08 8571 1018,,Library,Libraries_SA
Coorong District Council - Meningie School Community Library,"Meningie Area School, 1 North Terrace",Meningie,SA,5264,-35.6832925,139.3415424,08 8575 1681,,Library,Libraries_SA
Coorong District Council - Tailem Bend School Community Library,"Tailem Bend Primary School, 1 Murray Street",Tailem Bend,SA,5260,-35.2585421,139.457646399999,08 8572 3275 / 08 8572 3266,,Library,Libraries_SA
Coorong District Council - Tintinara School Community Library,"Tintinara Area School, 37 Wendt Terrace",Tintinara,SA,5266,-35.8831778,140.059959899999,08 8757 2120,,Library,Libraries_SA
Copper Coast Council - Moonta Library,Blanche Terrace,Moonta,SA,5558,-34.0702031,137.5917073,08 8825 1511,,Library,Libraries_SA
District Council of Ceduna - Ceduna School Community Library,"Ceduna Area School, Bergmann Drive",Ceduna,SA,5690,-32.1368101,133.670099899999,08 8625 3270,,Library,Libraries_SA
District Council of Cleve - Cleve School Community Library,"Cleve Area School, Second Street",Cleve,SA,5640,-33.7000082,136.4969677,08 8628 2607,,Library,Libraries_SA
District Council of Coober Pedy - Coober Pedy School Community Library,"Coober Pedy Area School, Paxton Road",Coober Pedy,SA,5723,-29.0127893,134.751915899999,08 8672 4634,,Library,Libraries_SA
District Council of Elliston - Elliston Depot,"Elliston Visitor Centre, 6 Memorial Drive",Elliston,SA,5670,-33.6473109,134.8910975,08 8687 9200,,Library,Libraries_SA
District Council of Elliston - Lock School Community Library,"Lock Area School, West Terrace",Lock,SA,5633,-33.5683918,135.7539368,0418 440 074,,Library,Libraries_SA
District Council of Franklin Harbour - Cowell School Community Library,"Cowell Area School, 42 Story Road",Cowell,SA,5602,-33.6847064,136.9181995,08 8629 2320,,Library,Libraries_SA
District Council of Karoonda East Murray - Karoonda School Community Library,North Terrace,Karoonda,SA,5307,-35.0913196,139.8952544,08 8578 1120,,Library,Libraries_SA
District Council of Kimba - Kimba School Community Library,69 West Terrace,Kimba,SA,5641,-33.1363825,136.4199006,08 8627 2510,,Library,Libraries_SA
District Council of Lower Eyre Peninsula - Coffin Bay Depot,"Coffin Bay Hall, Corner The Esplanade and Harder Streets",Coffin Bay,SA,5607,-34.6217824266851,135.46609914133,08 8676 2476,,Library,Libraries_SA
District Council of Lower Eyre Peninsula - Cummins School Community Library,"Cummins Area School, McFarlane Street",Cummins,SA,5631,-34.2639475,135.722281999999,08 8676 2476,,Library,Libraries_SA
District Council of Orroroo Carrieton - Orroroo School Community Library,"Orroroo Area School, West Terrace",Orroroo,SA,5431,-32.7297886,138.612612099999,08 8658 1100,,Library,Libraries_SA
District Council of Streaky Bay - Streaky Bay School Community Library,"Streaky Bay Area School, 109 Wells Street",Streaky Bay,SA,5680,-32.7979441,134.2008644,08 8626 1867,,Library,Libraries_SA
District Council of Tumby Bay - Tumby Bay School Community Library,"Tumby Bay Area School, 28 West Terrace",Tumby Bay,SA,5605,-34.3756872,136.0998514,08 8688 2471,,Library,Libraries_SA
Kingston District Council - Kingston Community School Library,46 East Terrace,Kingston,SA,5275,-36.836604,139.857566,08 8767 2677 / 8767 3003,,Library,Libraries_SA
Leigh Creek School Community Library,Black Oak Drive,Leigh Creek,SA,5731,-30.5927365,138.4010974,08 8675 2803,,Library,Libraries_SA
Mid Murray Council - Cambrai School Community Library,"Cambrai Primary School, Main Road",Cambrai,SA,5353,-34.6522175,139.2818574,08 8564 5146,,Library,Libraries_SA
Mid Murray Council - Mannum School Community Library,"Mannum Community College, 49 Walker Avenue",Mannum,SA,5238,-34.9124027265714,139.304836853837,08 8569 2005,,Library,Libraries_SA
Mid Murray Council - Swan Reach Community Library,"Swan Reach Area School, 8 Showground Road",Swan Reach,SA,5354,-34.5716229,139.602886,0460 366 067,,Library,Libraries_SA
Naracoorte Lucindale Council - Lucindale School Community Library,"Lucindale Area School, 116 Gum Avenue",Lucindale,SA,5272,-36.9657184,140.369508799999,08 8766 2084,,Library,Libraries_SA
Northern Areas Council - Jamestown School Community Library,Humphris Terrace,Jamestown,SA,5491,-33.2049024,138.6093581,08 8664 2713,,Library,Libraries_SA
Peterborough School and Community Library Service,Queen Street,Peterborough,SA,5422,-32.9782655,138.8357974,08 8651 2523,,Library,Libraries_SA
Regional Council of Goyder - Burra School Community Library,7 Bridge Terrace,Burra,SA,5417,-33.6789163,138.938122499999,08 8892 2038,,Library,Libraries_SA
Regional Council of Goyder - Eudunda School Community Library,2 Reserve Road,Eudunda,SA,5374,-34.1805249,139.091566999999,08 8581 1587,,Library,Libraries_SA
Southern Mallee District Council - Lameroo School Community Library,1 Bews Terrace,Lameroo,SA,5302,-35.3310245,140.520852399999,08 8576 3040,,Library,Libraries_SA
Southern Mallee District Council - Pinnaroo School Community Library,Bundey Terrace,Pinnaroo,SA,5304,-35.2563731,140.9077048,08 8577 8176,,Library,Libraries_SA
Tatiara District Council - Keith Community Library,Tolmer Terrace,Keith,SA,5267,-36.0993722,140.3531433,08 8755 3236,,Library,Libraries_SA
The Flinders Ranges Council - Hawker School Community Library,Arkaba Street,Hawker,SA,5434,-31.8915725,138.4280877,08 8648 4184,,Library,Libraries_SA
The Flinders Ranges Council - Quorn School Community Library,"Quorn Area School, West Terrace",Quorn,SA,5433,-32.3477065,138.0369195,08 8648 6705,,Library,Libraries_SA
Wakefield Regional Council - Balaklava Community Library,"Balaklava High School, May Terrace",Balaklava,SA,5461,-34.1513818,138.416286799999,0438 086 006,,Library,Libraries_SA
Wakefield Regional Council - Snowtown School Community Library,"Snowtown Primary School, 31 Glen Davidson Drive",Snowtown,SA,5520,-33.7855723,138.2236739,08 8865 2006,,Library,Libraries_SA
Wattle Range Council - Penola School Community Library,43 Cameron Street,Penola,SA,5277,-37.3754931,140.843289899999,08 8737 2838,,Library,Libraries_SA
Wudinna District Council - Karcultaby School Community Library,107 Phillips Road,Karcultaby,SA,5654,-32.7606224,134.9738076,08 8626 3077,,Library,Libraries_SA
Wudinna District Council - Wudinna School Community Library,"Wudinna Area School, 30 Medley Terrace",Wudinna,SA,5652,-33.0444983,135.462268,08 8680 2194,,Library,Libraries_SA
Yorke Peninsula Council - Ardrossan School Community Library,14 Second Street,Ardrossan,SA,5571,-34.4228537,137.917001,08 8837 4134,,Library,Libraries_SA
Yorke Peninsula Council - Central Yorke Peninsula (Maitland) Community Library,"Central Yorke School, Junction Road",Maitland,SA,5573,-34.3682091,137.6741862,08 8832 2805,,Library,Libraries_SA
Yorke Peninsula Council - Central Yorke Peninsula (Maitland) Community Library Port Victoria Depot,Main Street,Port Victoria,SA,5573,-34.4975464,137.4831208,Contact not available,,Library,Libraries_SA
Yorke Peninsula Council - Minlaton Library Curramulka Depot,"Curramulka Institute, Sixth Street",Curramulka,SA,5580,-34.6962834,137.713102599999,08 8853 2339,,Library,Libraries_SA
Yorke Peninsula Council - Minlaton Library Port Vincent Depot,"Port Vincent Institute, 19 Marine Parade",Port Vincent,SA,5581,-34.7778442764499,137.86217440678,08 8853 2339,,Library,Libraries_SA
Yorke Peninsula Council - Minlaton School Community Library,2 North Terrace,Minlaton,SA,5575,-34.766591,137.5934372,08 8853 2339,,Library,Libraries_SA
Yorke Peninsula Council - Yorketown Corny Point Library Depot,"Corny Point Memorial Hall, Cnr Liddiards and Rockleigh Road",Corny Point,SA,5575,-34.9259636,137.079235,08 8852 1647,,Library,Libraries_SA
Yorke Peninsula Council - Yorketown Edithburgh Library Depot,"Edithburgh Institute, 30 Blanche Street",Edithburgh,SA,5583,-35.0859332,137.7454668,08 8852 1647,,Library,Libraries_SA
Yorke Peninsula Council - Yorketown Marion Bay Library Depot,Slow Street,Marion Bay,SA,5575,-35.2395273,136.9802622,08 8852 1647,,Library,Libraries_SA
Yorke Peninsula Council - Yorketown School Community Library,"Yorketown Area School, Stansbury Road",Yorketown,SA,5576,-35.0165679,137.6146998,08 8852 1647,,Library,Libraries_SA
Yorke Peninsula Council - Yorketown Stansbury Library Depot,"Stansbury Institute, Weaver Street",Stansbury,SA,5582,-34.9093445,137.7966947,08 8852 1647,,Library,Libraries_SA
Yorke Peninsula Council - Yorketown Warooka Library Depot,"Warooka Town Hall, Player Street",Warooka,SA,5577,-34.991001,137.3997605,08 8852 1647,,Library,Libraries_SA
Adelaide Plains Library Service - Mallala Branch,"2A Wasleys Road, Behind the Council Office",Mallala,SA,5502,-34.4381918,138.510987,08 8520 2100,,Library,Libraries_SA
Adelaide Plains Library Service - Two Wells Branch,61 Old Port Wakefield Road,Two Wells,SA,5501,-34.5940543,138.5143256,08 8520 2100,,Library,Libraries_SA
Alexandrina Library Service - Goolwa Branch,11 Cadell Street,Goolwa,SA,5214,-35.501828,138.782462,08 8555 7000,,Library,Libraries_SA
Alexandrina Library Service - Milang Kiosk,"Milang Old School House Community Centre (MOSHCC), 24-25 Daranda Terrace",Milang,SA,5256,-35.4061977449566,138.973852629186,08 8555 7000,,Library,Libraries_SA
Alexandrina Library Service - Mt Compass Library Kiosk,"Australia Post LPO Compass Central, shop 2/30-34 Victor Harbor Road",Mt Compass,SA,5210,-35.34786,138.62109,08 8555 7000,,Library,Libraries_SA
Alexandrina Library Service - Pt Elliot Depot,The Strand,Port Elliot,SA,5212,-35.5326768,138.681823099999,08 8555 7000,,Library,Libraries_SA
Alexandrina Library Service - Strathalbyn Branch,1 Colman Terrace,Strathalbyn,SA,5255,-35.2567951,138.8900442,08 8555 7000,,Library,Libraries_SA
Barossa Library Service - Lyndoch Branch,29 Barossa Valley Way,Lyndoch,SA,5351,-34.6010595,138.891041399999,08 8563 8305,,Library,Libraries_SA
Barossa Library Service - Mount Pleasant Branch,130-132 Melrose Street,Mount Pleasant,SA,5235,-34.7729960938384,139.051284224309,08 8563 8304,,Library,Libraries_SA
Barossa Library Service - Nuriootpa Branch,43-51 Tanunda Road,Nuriootpa,SA,5355,-34.4814733,138.9925948,08 8563 8440,,Library,Libraries_SA
Barossa Library Service - Tanunda Branch,"66-68 Murray Street, (Co-located with Barossa Visitor Centre)",Tanunda,SA,5352,-34.5248283,138.958994699999,08 8563 8499,,Library,Libraries_SA
Berri Barmera Council - Barmera Library and Council Customer Service Centre,4 Barwell Avenue,Barmera South,SA,5345,-34.252234,140.464138999999,08 8588 2872,,Library,Libraries_SA
Berri Barmera Council - Berri Library,29 Riverview Drive,Berri,SA,5343,-34.2872701,140.6033728,08 7522 6010,,Library,Libraries_SA
Clare and Gilbert Valleys Council - Clare Branch,33 Old North Road,Clare,SA,5453,-33.83336,138.612747,08 8842 3817,,Library,Libraries_SA
Clare and Gilbert Valleys Council - Clare Regional History Group,229 Main North Road,Clare,SA,5453,-33.833916,138.6129428,08 8842 4100,,Library,Libraries_SA
Clare and Gilbert Valleys Council - Saddleworth Library & Community Centre Branch,19 Belvidere Road,Saddleworth,SA,5413,-34.084461,138.782724,08 8847 4096,,Library,Libraries_SA
Copper Coast Council - Kadina Library,1a Doswell Terrace,Kadina,SA,5554,-33.961893,137.708988999999,08 8828 1250,,Library,Libraries_SA
Copper Coast Council - Wallaroo Library,5 John Terrace,Wallaroo,SA,5556,-33.9318459,137.6262011,08 8823 2924,,Library,Libraries_SA
District Council of Grant - Port MacDonnell (Mary Lattin Memorial) Library Service,5 Charles Street,Port MacDonnell,SA,5291,-38.0539936,140.7000012,08 8738 3015,,Library,Libraries_SA
Flinders Mobile Library Service,14 Fifth Street,Gladstone,SA,5473,-33.267805,138.355398,08 8662 2305 (Truck 0428 622 305),,Library,Libraries_SA
Kangaroo Island Library Service - Kingscote Branch,43 Dauncey Street,Kingscote,SA,5223,-35.655875,137.638621999999,08 8553 4500,,Library,Libraries_SA
Kangaroo Island Library Service - Penneshaw Depot,"Kangaroo Island Community Education, Howard Drive",Penneshaw,SA,5220,-35.7201473,137.9316671,08 8553 1067,,Library,Libraries_SA
Light Regional Public Library Service - Freeling Branch,7 Hanson Street,Freeling,SA,5372,-34.45423,138.8103128,08 8525 3240,,Library,Libraries_SA
Light Regional Public Library Service - Greenock Depot,1 Greenock Road,Greenock,SA,5360,-34.4571455,138.926923499999,08 8562 8308,,Library,Libraries_SA
Light Regional Public Library Service - Hewett Branch,28 Kingfisher Drive,Hewett,SA,5118,-34.5776193431972,138.750577648772,08 8525 3200,,Library,Libraries_SA
Light Regional Public Library Service - Kapunda Branch,51 – 53 Main Street,Kapunda,SA,5373,-34.340787,138.915199,08 8525 3290,,Library,Libraries_SA
Loxton Waikerie Library Service - Loxton Branch,29 East Terrace,Loxton,SA,5333,-34.4510148,140.569252,08 8584 8051,,Library,Libraries_SA
Loxton Waikerie Library Service - Waikerie Branch,1A Strangman Road,Waikerie,SA,5330,-34.1818343,139.986491399999,08 8541 0720,,Library,Libraries_SA
Mid Murray Council - Morgan Library,"Morgan & Districts Community Hub, Cnr Fourth Street & Eighth Street",Morgan,SA,5320,-34.0335996,139.6679406,08 8540 0090,,Library,Libraries_SA
Mount Gambier Library Service,6 Watson Terrace,Mount Gambier,SA,5290,-37.8298732,140.780667099999,08 8721 2540,,Library,Libraries_SA
Murray Bridge Library Service,"Level 2, Market Place, 51 South Terrace",Murray Bridge,SA,5253,-35.1185762,139.2785671,08 8539 1175,,Library,Libraries_SA
Naracoorte Lucindale Council - Naracoorte Public Library Service,93 Smith Street,Naracoorte,SA,5271,-36.9555944,140.7423318,08 8760 1170,,Library,Libraries_SA
Port Augusta Library Service,4 Mackay Street,Port Augusta,SA,5700,-32.4908683,137.7640513,08 8641 9151,,Library,Libraries_SA
Port Lincoln Library Service,2 London Street,Port Lincoln,SA,5606,-34.7233723,135.8657465,08 8621 2345,,Library,Libraries_SA
Port Pirie Regional Library Service - Crystal Brook Branch,Bowman Street,Crystal Brook,SA,5523,-33.3493472,138.210772499999,08 8636 2150,,Library,Libraries_SA
Port Pirie Regional Library Service - Port Pirie Branch,3 Wandearah Road,Port Pirie,SA,5540,-33.181797,138.011483,08 8632 1649,,Library,Libraries_SA
Renmark Paringa Public Library Service,James Avenue,Renmark,SA,5341,-34.1696468,140.7499393,08 8586 5544,,Library,Libraries_SA
Robe Public Library Service,Mundy Terrace,Robe,SA,5276,-37.1631547,139.7568771,08 8768 2465,,Library,Libraries_SA
Roxby Downs Community Library Service,"Cultural and Leisure Precinct, Richardson Place",Roxby Downs,SA,5725,-30.5609301,136.8959946,08 8671 0500,,Library,Libraries_SA
Tatiara District Council - Bordertown Public Library Service,55 Woolshed Street,Bordertown,SA,5268,-36.310876,140.772949,08 8752 1473,,Library,Libraries_SA
Victor Harbor Public Library Service,1 Bay Road,Victor Harbor,SA,5211,-35.5574374,138.610787399999,08 8551 0730,,Library,Libraries_SA
Wattle Range Council - Beachport Library,Millicent Road,Beachport,SA,5280,-37.4803116,140.013447,08 8735 8029,,Library,Libraries_SA
Wattle Range Council - Millicent Library,Ridge Terrace,Millicent,SA,5280,-37.5929363,140.3502188,08 8733 0903,,Library,Libraries_SA
Whyalla Public Library Service,19 Ekblom Street,Whyalla Norrie,SA,5608,-33.028868,137.533861,08 8645 7891,,Library,Libraries_SA
Woomera Community Library Service,"Woomera Area School, Dewrang Avenue",Woomera,SA,5720,-31.1971718,136.8255037,08 8673 7287,,Library,Libraries_SA
Yankalilla Library Service,181 Main South Road,Yankalilla,SA,5203,-35.4540969,138.3362284,08 8558 0265,,Library,Libraries_SA
